dataset,location,model_type,model_label,seed,split_seed,best_epoch,mean_mae_cm,mean_rmse_cm,mean_csi,mean_pod,mean_far,persistence_mean_mae_cm,persistence_mean_rmse_cm,persistence_mean_csi,mae_reduction_pct,rmse_reduction_pct,csi_gain,parameter_count,latency_ms_per_sample,peak_cuda_memory_mb,runtime_sec,train_samples,validation_samples,test_samples,metrics_path
urbanflood24,location2,convlstm_attention,Conv-LSTM + Attention,42,44,5,0.42797865835017457,3.2680506025004936,0.7481383369576523,0.8221708461877877,0.12141435293204067,0.4765357753041333,3.405420129334767,0.734946553124794,10.189605790450626,4.033849616702292,0.01319178383285835,22229,1.6831725006341003,39.13623046875,20.881986618041992,256,64,128,urbanflood24/location2/convlstm_attention/seed_42/metrics/test_metrics.json
urbanflood24,location2,convlstm_attention,Conv-LSTM + Attention,44,44,4,0.375530892398994,2.8356520284006383,0.779612301188204,0.8519670975277076,0.11020555843700126,0.4660761992131865,3.1582870637212945,0.7490271601097989,19.427146669803754,10.215506976129873,0.030585141078405154,22229,1.6698424995411187,39.13623046875,20.422221183776855,256,64,128,urbanflood24/location2/convlstm_attention/seed_44/metrics/test_metrics.json
urbanflood24,location2,convlstm_attention,Conv-LSTM + Attention,52,44,3,0.35818744564895977,2.968304189092362,0.7807013249774013,0.8563116344550092,0.11454740163911244,0.4345651958629839,3.213928224678273,0.7542405993984237,17.575671255114884,7.642486652311561,0.026460725578977606,22229,1.5767900011269376,39.13623046875,20.292170763015747,256,64,128,urbanflood24/location2/convlstm_attention/seed_52/metrics/test_metrics.json
urbanflood24,location3,cnn_temporal_transformer,CNN-Temporal Transformer,42,44,5,0.7781922910341184,3.3548011013574537,0.8410245036701479,0.8739573768069876,0.04696299274836801,0.7917684760895266,3.3562559231129567,0.8358288975501907,1.7146660249041248,0.04334656798620065,0.005195606119957175,9412,3.840052499435842,201.78515625,27.936150550842285,256,64,128,urbanflood24/location3/cnn_temporal_transformer/seed_42/metrics/test_metrics.json
urbanflood24,location3,cnn_temporal_transformer,CNN-Temporal Transformer,44,44,5,0.6622989373901859,2.8112463774002565,0.8595859269760369,0.8892557930844902,0.04068299628883898,0.6898705759485493,3.0762142208341734,0.8454404088604504,3.996639300125727,8.613439260483812,0.014145518115586508,9412,3.8952425005845726,201.78515625,27.481195211410522,256,64,128,urbanflood24/location3/cnn_temporal_transformer/seed_44/metrics/test_metrics.json
urbanflood24,location3,cnn_temporal_transformer,CNN-Temporal Transformer,52,44,5,0.5643816060412866,2.365355846946217,0.8750435652228159,0.9162405572949583,0.05248133709709683,0.5836928441239349,2.566484132834769,0.8662743594518794,3.308458939844035,7.8367243075997175,0.008769205770936539,9412,3.857574998983182,201.78515625,27.632548809051514,256,64,128,urbanflood24/location3/cnn_temporal_transformer/seed_52/metrics/test_metrics.json
urbanflood24,location3,convlstm,Conv-LSTM,42,44,5,0.7477587349003717,3.3189858776717496,0.8412939865485902,0.8807650277351173,0.05501019833445479,0.7917684760895266,3.3562559231129567,0.8358288975501907,5.5584103836155565,1.1104649435266802,0.005465088998399481,22084,2.1457499999087304,26.69970703125,33.1108021736145,256,64,128,urbanflood24/location3/convlstm/seed_42/metrics/test_metrics.json
urbanflood24,location3,convlstm,Conv-LSTM,44,44,5,0.6699195053090433,2.927911253491096,0.8533420760089581,0.9029810945332082,0.06517116949981518,0.6898705759485493,3.0762142208341734,0.8454404088604504,2.892001968930752,4.820957082204185,0.007901667148507707,22084,1.6242575002252124,26.69970703125,24.85797357559204,256,64,128,urbanflood24/location3/convlstm/seed_44/metrics/test_metrics.json
urbanflood24,location3,convlstm,Conv-LSTM,52,44,5,0.5419399162244706,2.517210527307194,0.8702018913467667,0.9159233228363922,0.05837434056647024,0.5836928441239349,2.566484132834769,0.8662743594518794,7.153236213154417,1.9198874014915774,0.0039275318948873705,22084,1.7616149998502806,26.69970703125,24.19095802307129,256,64,128,urbanflood24/location3/convlstm/seed_52/metrics/test_metrics.json
urbanflood24,location3,convlstm_attention,Conv-LSTM + Attention,42,44,5,0.7580821861008963,3.3588815374414347,0.8385393346384521,0.8785709451545105,0.05616311587497473,0.7917684760895266,3.3562559231129567,0.8358288975501907,4.25456317167411,-0.07823045645585588,0.0027104370882613527,22229,1.5407175000291318,39.13623046875,20.31608295440674,256,64,128,urbanflood24/location3/convlstm_attention/seed_42/metrics/test_metrics.json
urbanflood24,location3,convlstm_attention,Conv-LSTM + Attention,44,44,2,0.6572420471743021,3.0407214270602245,0.8480911475375497,0.8966430435543054,0.06467187332924937,0.6898705759485493,3.0762142208341734,0.8454404088604504,4.729659433493595,1.1537816038157556,0.002650738677099307,22229,1.541357500536833,39.13623046875,20.71293592453003,256,64,128,urbanflood24/location3/convlstm_attention/seed_44/metrics/test_metrics.json
urbanflood24,location3,convlstm_attention,Conv-LSTM + Attention,52,44,5,0.546743847845788,2.520911219414472,0.8711902333245195,0.9125692435836743,0.053298939391994975,0.5836928441239349,2.566484132834769,0.8662743594518794,6.330212311169179,1.775694337527826,0.004915873872640142,22229,1.7357075004838407,39.13623046875,20.18550705909729,256,64,128,urbanflood24/location3/convlstm_attention/seed_52/metrics/test_metrics.json
