dataset,location,model_type,model_label,lead_minutes,threshold_m,seed_count,csi_mean,csi_std,pod_mean,pod_std,far_mean,far_std,persistence_csi_mean,persistence_csi_std,persistence_pod_mean,persistence_pod_std,persistence_far_mean,persistence_far_std
larno_ukea,ukea,convlstm,Conv-LSTM,15,0.05,5,0.8282755831169321,0.004011131993111732,0.8825863068707972,0.013843762722564932,0.06862395978668856,0.017053273242718252,0.8116672514269577,0.0,0.820869429755857,0.0,0.013623269792739109,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,15,0.1,5,0.8074127178201127,0.011259476020953101,0.8370573759875664,0.01816137409925562,0.041655608664714995,0.008058562988384305,0.7540115883191798,0.0,0.760134697578034,0.0,0.010570325539052886,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,15,0.2,5,0.775227272922557,0.01541998003872172,0.7939252633586977,0.020900253533406323,0.029084291504522502,0.0073852141032206406,0.6759391846361186,0.0,0.6803662646516458,0.0,0.00953468279437176,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,15,0.3,5,0.7552175196973326,0.016675399263389668,0.7751050617826005,0.02313061145114846,0.03229302836155837,0.009407354808548268,0.629461632308318,0.0,0.6310606535783729,0.0,0.004009305548680889,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,30,0.05,5,0.74252439133681,0.010885443382909548,0.8334209254560832,0.026515905882410373,0.12576660362942343,0.03696696542860312,0.6993339181373497,0.0,0.7103494623655914,0.0,0.021693237242483804,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,30,0.1,5,0.7138538731242504,0.020337413688686176,0.7701168027768609,0.039941968894451986,0.09025374761967755,0.024761616756829967,0.6141999367955335,0.0,0.6208115503785177,0.0,0.017044017735219245,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,30,0.2,5,0.6601043969166696,0.028528981086877826,0.6923990650914097,0.03773527456732799,0.06457409629219449,0.01193876419669624,0.5045513654096229,0.0,0.5093330771939936,0.0,0.0182670945445569,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,30,0.3,5,0.6395835651820779,0.027361326462010314,0.66279572769639,0.03575946075274141,0.05033580670083,0.013647272688668834,0.44571619068785423,0.0,0.4471871028162419,0.0,0.007325644706231748,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,60,0.05,5,0.6859802460333332,0.013662104165926543,0.8070504489795918,0.036912141779982185,0.17518210276982088,0.04831622492295284,0.595591200322595,0.0,0.60768,0.0,0.032321467569338284,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,60,0.1,5,0.6452562877002235,0.019164417655073842,0.735827529247484,0.05366555175738125,0.1541925087770954,0.04024566932386019,0.4862776423106029,0.0,0.49242204928222333,0.0,0.025018122966434582,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,60,0.2,5,0.5917415496048638,0.04040816865864949,0.6476632607218146,0.06277989184554453,0.12158643868600726,0.028214580757675172,0.3608003835266186,0.0,0.36412123166952737,0.0,0.0246544063194273,0.0
larno_ukea,ukea,convlstm,Conv-LSTM,60,0.3,5,0.5642308061754167,0.04868805791198653,0.6038129369602256,0.06191295011276081,0.10066429815825235,0.015538678793124384,0.29212463594186777,0.0,0.2931672639680395,0.0,0.012027916646042667,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,5,0.05,5,0.9288112920877093,0.002140606760422427,0.9429188138065143,0.005566116843589628,0.015774013352174543,0.006896539140967226,0.9234984825346504,0.0,0.9289936801166747,0.0,0.006364458865004836,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,5,0.1,5,0.914900428328049,0.004573031979864892,0.9230441773217977,0.007946014583219689,0.00948225874745447,0.004127260578438385,0.9001021543903518,0.0,0.9039889748105046,0.0,0.0047541177065596706,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,5,0.2,5,0.8918937804259164,0.007883288802610118,0.8979432719451539,0.011728256669245731,0.007370757405846476,0.0051227675153565945,0.8660321715817695,0.0,0.8684769458260518,0.0,0.003239940755369045,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,5,0.3,5,0.8768340519267719,0.008888630006311907,0.8826352822918412,0.013675660745202696,0.007242863943506218,0.006768515345201637,0.8437696072280085,0.0,0.8448651365387837,0.0,0.0015344255803593527,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,15,0.05,5,0.8234443669257729,0.00758742191198502,0.8776999835564748,0.012656963401896221,0.06912408997790719,0.023207331619333842,0.8116672514269577,0.0,0.820869429755857,0.0,0.013623269792739109,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,15,0.1,5,0.8006641675267218,0.008080704802508132,0.8267271078875793,0.01930441424954367,0.03719867343023229,0.013890276688747562,0.7540115883191798,0.0,0.760134697578034,0.0,0.010570325539052886,0.0
larno_ukea,ukea,convlstm_attention,Conv-LSTM + Attention,15,0.2,5,0.7528586879438813,0.013907487295761245,0.7651539880031369,0.02061783030165882,0.020341519140526867,0.009762477933936132,0.6759391846361186,0.0,0.6803662646516458,0.0,0.00953468279437176,0.0
